label,text,text_length,processed_text
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",444,solv case man found murder ltdecimalgt ltgt afternoon wife call polic polic question everyon wife siri sleep murder took place cook cook garden pick veget housemaid went post offic children went play neighbour went marriag polic arrest murder immedi who repli reason u r brilliant
ham,Dear where you will be when i reach there,41,dear reach
ham,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),99,aww that first time u said u miss without ask miss u first love
ham,Ok... Thanx... Gd nite 2 �_ too...,34,ok thanx gd nite �
ham,"Come to me right now, Ahmad",27,come right ahmad
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,158,dont know u u dont know send chat let find pmsg rcvd hgsuitelandsrowwjhl ldn year
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,116,lol pleas actual send pic right wanna see pose comb hair dryer someth
ham,O was not into fps then.,24,fp
ham,Huh means computational science... Y they like dat one push here n there...,75,huh mean comput scienc like dat one push n
ham,"Could you not read me, my Love ? I answered you",47,could read love answer
ham,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can...,80,oh lk tt den take e one tt end cine lor dun wan yogasana oso
ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",115,madamregret disturbancemight receiv refer check dlf premaricakindli informedrgdsrakheshkerala
spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,152,sm servic inclus text credit pl gotto login qxj unsubscrib stop extra charg help comukcm ae
ham,Oic... Then better quickly go bathe n settle down...,52,oic better quickli go bath n settl
ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,83,err cud im go pm havent got way contact
ham,A bloo bloo bloo I'll miss the first bowl,41,bloo bloo bloo ill miss first bowl
ham,Lmao but its so fun...,22,lmao fun
ham,Oh k k:)but he is not a big hitter.anyway good,46,oh k kbut big hitteranyway good
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,57,hey almost forgot happi bday babe love ya
spam,Valentines Day Special! Win over �1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,157,valentin day special win � quiz take partner trip lifetim send go pmsg rcvd custcar
ham,Do you think i can move  &lt;#&gt;  in a week,45,think move ltgt week
ham,She.s find. I sent you an offline message to know how anjola's now.,67,she find sent offlin messag know anjola
spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,152,guess ithi first time creat web page read wrote im wait opinion want friend
ham,How was txting and driving,26,txting drive
ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,100,that good let thank god pleas complet drug lot water beauti day
ham,Really dun bluff me leh... U sleep early too. Nite...,53,realli dun bluff leh u sleep earli nite
ham,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""",632,indian r poor india poor countri say one swiss bank director say ltgt lac crore indian money deposit swiss bank use taxless budget ltgt yr give ltgt crore job indian villag delhi lane road forev free power supli ltgt social project everi citizen get monthli ltgt ltgt yr need world bank amp imf loan think money block rich politician full right corrupt politician itna forward karo ki pura india padhegm
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,235,uncl boy need movi oh guid plu know torrent particularli legal system slow gr day plu start co dont meet onlin honey moon
ham,Oh ya ya. I remember da. .,26,oh ya ya rememb da
ham,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,114,btw regard realli tri see anyon els th guy commit random dude
spam,"For ur chance to win �250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",121,ur chanc win � cash everi wk txt play tsc custcar xpwk
ham,I not busy juz dun wan 2 go so early.. Hee..,44,busi juz dun wan go earli hee
ham,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,78,rightio well arent bright earli morn
ham,"Great. I'm in church now, will holla when i get out",51,great im church holla get
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon,81,back brum thank put us keep us happi see soon
ham,I donno if they are scorable,28,donno scorabl
ham,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,85,ltgt great loxahatche xma tree burn updat total see star
ham,"Yes but i dont care! I need you bad, princess!",46,ye dont care need bad princess
ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",183,guy kadeem hasnt sell sinc break know one guy he paranoid fuck doesnt like sell without cant til late tonight
ham,"Sorry, I'll call later",22,sorri ill call later
ham,Tmr then �_ brin lar... Aiya later i come n c lar... Mayb �_ neva set properly �_ got da help sheet wif �_...,109,tmr � brin lar aiya later come n c lar mayb � neva set properli � got da help sheet wif �
ham,Do u knw dis no. &lt;#&gt; ?,28,u knw di ltgt
ham,Then she dun believe wat?,25,dun believ wat
ham,K..give back my thanks.,23,kgive back thank
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..,74,know complain num onlybettr directli go bsnl offc nd appli
ham,Okay. I've seen it. So i should pick it on friday?,50,okay ive seen pick friday
ham,How much she payed. Suganya.,28,much pay suganya
ham,Left dessert. U wan me 2 go suntec look 4 u?,44,left dessert u wan go suntec look u
ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",88,abeg make profit start use get sponsor next event
ham,Onum ela pa. Normal than.,25,onum ela pa normal
ham,K.k..how is your sister kids?,29,kkhow sister kid
ham,"Cool, I'll text you when I'm on the way",39,cool ill text im way
ham,Nope. Meanwhile she talk say make i greet you.,46,nope meanwhil talk say make greet
ham,i cant talk to you now.i will call when i can.dont keep calling.,64,cant talk nowi call candont keep call
ham,Anything lar...,15,anyth lar
ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",126,rose need water season need chang poet need imaginationmi phone need ur sm need ur love frndship forev
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",105,good afternoon babe goe day job prospect yet miss love sigh
ham,They will pick up and drop in car.so no problem..,49,pick drop carso problem
ham,S.i think he is waste for rr..,30,si think wast rr
ham,He is world famamus....,23,world famamu
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,84,come friday leav pongaldo get news work place
ham,Lol well don't do it without me. We could have a big sale together.,67,lol well dont without could big sale togeth
ham,* Am on my way,14,way
ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...,68,eat old airport road oredi got lot pple
ham,"sry can't talk on phone, with parents",37,sri cant talk phone parent
spam,"Final Chance! Claim ur �150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. �3.00 Subs 16",159,final chanc claim ur � worth discount voucher today text ye savamob member offer mobil cs savamob pobox muz � sub
ham,Ok lor wat time �_ finish?,26,ok lor wat time � finish
ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",84,princess like make love ltgt time per night hope that problem
ham,Mm i am on the way to railway,29,mm way railway
ham,i dnt wnt to tlk wid u,22,dnt wnt tlk wid u
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",201,im done im sorri hope next space give everyth want rememb furnitur im around move lock lock leav key jenn
ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,137,yet id like keep touch easiest way barcelona way ru hous
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",116,sppok ur mob halloween collect nokia logop messag plu free eeri tone txt card spook
spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or �10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",167,urgent call landlin complementari tenerif holiday � cash await collect sae tc po box wa px ppm sender hol offer
ham,K.:)do it at evening da:)urgent:),33,kdo even daurgent
ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,101,pansi youv live jungl two year drive worri
ham,Mm have some kanji dont eat anything heavy ok,45,mm kanji dont eat anyth heavi ok
ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,124,promis get soon youll text morn let know made ok
ham,Lol that's different. I don't go trying to find every real life photo you ever took.,84,lol that differ dont go tri find everi real life photo ever took
ham,I dont thnk its a wrong calling between us,42,dont thnk wrong call us
ham,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,78,k ill drinkpa need sr model pl send mail id pa
